"dcg_vo_set_01"
{
"DCG_VO_vanessa_buying_time"	"Pierpont y yo no estamos de acuerdo en muchas cosas, pero él fue sabio al reconocer lo peligroso que es hacer enfadar al Semblante del Vacío. No me emociona el Tratado de Claszureme, la verdad. La cronomancia era increíble. Pero, ¿sabes qué otra cosa es increíble? Que no te borren de la línea del tiempo."
"DCG_VO_prowler_shaman_debuff_enemy_04"	"Aquí no eres nadie."
"DCG_VO_prowler_shaman_debuff_enemy_05"	"No estás en tu elemento."
"DCG_VO_prowler_shaman_debuff_enemy_06"	"Tu cuerpo se rebela contra ti."
"DCG_VO_prowler_shaman_debuff_enemy_07"	"Basta de trucos."
"DCG_VO_prowler_shaman_debuff_enemy_08"	"Te falta fuerza para derrotarnos."
"DCG_VO_prowler_shaman_debuff_enemy_09"	"No me impresionas."
"DCG_VO_prowler_shaman_debuff_enemy_10"	"Caerás con el tiempo."
"DCG_VO_prowler_shaman_single_target_damage_01"	"Te derrotaré."
"DCG_VO_prowler_shaman_single_target_damage_02"	"No tienes ninguna posibilidad contra mí."
"DCG_VO_prowler_shaman_single_target_damage_03"	"Acabaré con este."
"DCG_VO_prowler_shaman_single_target_damage_04"	"Déjamelos a mí."
"DCG_VO_prowler_shaman_single_target_damage_05"	"Puedo con esto."
"DCG_VO_prowler_shaman_single_target_damage_06"	"No me da miedo luchar."
"DCG_VO_prowler_shaman_single_target_damage_07"	"¡ENFRÉNTATE A MÍ!"
"DCG_VO_prowler_shaman_single_target_damage_08"	"Yo doy el ejemplo..."
"DCG_VO_prowler_shaman_single_target_damage_09"	"No es mi primer combate..."
"DCG_VO_prowler_shaman_single_target_damage_10"	"Tú te lo buscaste."
"DCG_VO_prowler_shaman_multi_damage_small_01"	"Déjenme estos cretinos a mí."
"DCG_VO_prowler_shaman_multi_damage_small_02"	"Tu ejército no es lo suficientemente poderoso."
"DCG_VO_prowler_shaman_multi_damage_small_03"	"Tu ejército está a punto de morir."
"DCG_VO_prowler_shaman_multi_damage_small_04"	"Los pisotearé con mis propias pezuñas."
"DCG_VO_prowler_shaman_multi_damage_small_05"	"¿A esto llamas tú un ejército?"
"DCG_VO_prowler_shaman_multi_damage_small_06"	"¿A cuántos más debo matar?..."
"DCG_VO_prowler_shaman_multi_damage_small_07"	"¡Ríndanse!"
"DCG_VO_prowler_shaman_multi_damage_small_08"	"Pondré fin a esta insensatez..."
"DCG_VO_prowler_shaman_multi_damage_small_09"	"¡Este combate no lo ganarán!"
"DCG_VO_prowler_shaman_multi_damage_small_10"	"¡Lucharé contra todos ustedes!"
"DCG_VO_prowler_shaman_multi_damage_large_01"	"¡La selva cobrará todas sus vidas!"
"DCG_VO_prowler_shaman_multi_damage_large_02"	"¡Ninguno de ustedes puede detenerme!"
"DCG_VO_prowler_shaman_multi_damage_large_03"	"¡Desafío todas las probabilidades!"
"DCG_VO_prowler_shaman_multi_damage_large_04"	"¡Enfréntame si te atreves!"
"DCG_VO_prowler_shaman_multi_damage_large_05"	"Para detenernos te harán falta más hombres..."
"DCG_VO_prowler_shaman_multi_damage_large_06"	"¡Destrúyanlos a todos!"
"DCG_VO_prowler_shaman_multi_damage_large_07"	"¡No dejen a nadie en pie!"
"DCG_VO_prowler_shaman_multi_damage_large_08"	"Aquí acaba el combate..."
"DCG_VO_prowler_shaman_multi_damage_large_09"	"Ya verás a quién te enfrentas."
"DCG_VO_prowler_shaman_multi_damage_large_10"	"¡Ja, ja, ja, ja!"
"DCG_VO_prowler_shaman_pleased_01"	"Bien."
"DCG_VO_prowler_shaman_pleased_02"	"La suerte está de nuestro lado."
"DCG_VO_prowler_shaman_pleased_03"	"Todo va como esperábamos."
"DCG_VO_prowler_shaman_pleased_04"	"Qué suerte..."
"DCG_VO_prowler_shaman_pleased_05"	"¡Qué alivio!"
"DCG_VO_prowler_shaman_pleased_06"	"Sabía que podíamos ganar."
"DCG_VO_prowler_shaman_pleased_07"	"Ya casi termina."
"DCG_VO_prowler_shaman_pleased_08"	"Qué suerte..."
"DCG_VO_prowler_shaman_pleased_09"	"Les dije que tuvieran fe."
"DCG_VO_prowler_shaman_pleased_10"	"Ahora nada nos puede parar."
"DCG_VO_prowler_shaman_concerned_01"	"Preocupante..."
"DCG_VO_prowler_shaman_concerned_02"	"Tenemos un problema."
"DCG_VO_prowler_shaman_concerned_03"	"Tenemos que encontrar la manera de salir de esta..."
"DCG_VO_prowler_shaman_concerned_04"	"No puedo quedarme de brazos cruzados."
"DCG_VO_prowler_shaman_concerned_05"	"Tengo que pensar algo rápido..."
"DCG_VO_prowler_shaman_concerned_06"	"Tiene que haber una solución."
"DCG_VO_prowler_shaman_concerned_07"	"Si no encuentro una solución, estamos muertos."
"DCG_VO_prowler_shaman_concerned_08"	"El tiempo se acaba..."
"DCG_VO_prowler_shaman_concerned_09"	"Esta es la pesadilla de todo líder..."
"DCG_VO_prowler_shaman_concerned_10"	"No perderé la esperanza."
"DCG_VO_prowler_shaman_angry_01"	"¿Cómo te atreves?"
"DCG_VO_prowler_shaman_angry_02"	"¡Pagarás por esto!"
"DCG_VO_prowler_shaman_angry_03"	"¡No saldrás de aquí con vida!"
"DCG_VO_prowler_shaman_angry_04"	"¡Te partiré en dos!"
"DCG_VO_prowler_shaman_angry_05"	"¡No permitiré que continúe esta farsa!"
"DCG_VO_prowler_shaman_angry_06"	"¡Esto acaba ahora!"
"DCG_VO_prowler_shaman_angry_07"	"Enséñame de lo que eres capaz."
"DCG_VO_prowler_shaman_angry_08"	"Esto es demasiado para ti."
"DCG_VO_prowler_shaman_angry_09"	"Te pasaste de la raya."
"DCG_VO_prowler_shaman_angry_10"	"¡No tienes ninguna posibilidad contra alguien como yo!"
"DCG_VO_prowler_shaman_arrogant_01"	"Soy a quien la selva teme..."
"DCG_VO_prowler_shaman_arrogant_02"	"Soy el mejor de mi pueblo."
"DCG_VO_prowler_shaman_arrogant_03"	"Es por algo que mi pueblo me considera su líder."
"DCG_VO_prowler_shaman_arrogant_04"	"Ríndete y ahórranos tiempo a todos."
"DCG_VO_prowler_shaman_arrogant_05"	"Soy mejor que tú."
"DCG_VO_prowler_shaman_arrogant_06"	"Es obvio que te falta preparación."
"DCG_VO_prowler_shaman_arrogant_07"	"Esperaba más de ti."
"DCG_VO_prowler_shaman_arrogant_08"	"No eres un rival digno."
"DCG_VO_prowler_shaman_arrogant_09"	"¿Pensaste que podrías vencerme? ¡Por favor!"
"DCG_VO_prowler_shaman_arrogant_10"	"Que alguien me traiga un rival digno."
"DCG_VO_prowler_shaman_enigmatic_01"	"Ganaré tiempo."
"DCG_VO_prowler_shaman_enigmatic_02"	"Hago lo necesario."
"DCG_VO_prowler_shaman_enigmatic_03"	"El bosque protege a los suyos."
"DCG_VO_prowler_shaman_enigmatic_04"	"La fe es poderosa."
"DCG_VO_prowler_shaman_enigmatic_05"	"Los dioses sonríen a este lugar."
"DCG_VO_prowler_shaman_enigmatic_06"	"Estamos bendecidos."
"DCG_VO_prowler_shaman_enigmatic_07"	"Este lugar es peligroso para los forasteros."
"DCG_VO_prowler_shaman_enigmatic_08"	"La selva oculta numerosos misterios..."
"DCG_VO_prowler_shaman_enigmatic_09"	"Esto podría cambiar el curso de la batalla..."
"DCG_VO_prowler_shaman_enigmatic_10"	"Me suelen subestimar..."
"DCG_VO_prowler_shaman_death_01"	"<i>gritos</i>"
"DCG_VO_kobold_saboteur_intro"	"En cuanto supe del Círculo Jasper quise formar parte de él, pero un grupo así... no puedes pedirles que te acepten sin más, tienen que ser ellos quienes te inviten, y para eso es importante labrarse una buena reputación. Así que me dediqué a seguir a Brisasol durante 6 meses. 6 meses observando a esa estúpida hada comerciando y haciendo cosas de hada estúpida. Por fin tenía un plan. Entonces va la Hermandad del Velo y asesina a Kwerthias, arruinándolo todo. Claro que podría haber matado a Brisasol, pero todo el mundo se lo habría atribuido a la Hermandad, así que no me quedó más remedio que mandar todo al diablo y olvidarme del asunto."
"DCG_VO_kobold_saboteur_no_accident"	"A veces me aburro, así que para entretenerme empujo a alguien a su muerte."
"DCG_VO_kobold_saboteur_equip_generic_weapon_01"	"Manos a la obra..."
"DCG_VO_kobold_saboteur_equip_generic_weapon_02"	"Matemos a alguien."
"DCG_VO_kobold_saboteur_equip_generic_weapon_03"	"Con esto puedo matar a alguien."
"DCG_VO_kobold_saboteur_equip_generic_weapon_04"	"Te enseñaré de lo que soy capaz..."
"DCG_VO_kobold_saboteur_equip_generic_weapon_05"	"Lograré que el Círculo Jasper sepa de mí..."
"DCG_VO_kobold_saboteur_equip_generic_armor_01"	"Muerta no se gana dinero..."
"DCG_VO_kobold_saboteur_equip_generic_armor_02"	"Tengo que mantenerme a salvo..."
"DCG_VO_kobold_saboteur_equip_generic_armor_03"	"Tengo muchos enemigos..."
"DCG_VO_kobold_saboteur_equip_generic_armor_04"	"Este lugar es peligroso..."
"DCG_VO_kobold_saboteur_equip_generic_armor_05"	"Siempre estoy alerta por si alguien me ataca."
"DCG_VO_kobold_saboteur_equip_generic_accessory_01"	"Genial."
"DCG_VO_kobold_saboteur_equip_generic_accessory_02"	"Esto me servirá..."
"DCG_VO_kobold_saboteur_equip_generic_accessory_03"	"Algo haré con esto..."
"DCG_VO_kobold_saboteur_equip_generic_accessory_04"	"Esto me será de ayuda."
"DCG_VO_kobold_saboteur_equip_generic_accessory_05"	"¡Gracias!"
"DCG_VO_kobold_saboteur_kill_rival_01"	"Esto había terminado antes de empezar..."
"DCG_VO_kobold_saboteur_kill_rival_02"	"Soy una profesional..."
"DCG_VO_kobold_saboteur_kill_rival_03"	"Me encanta usar el cuchillo..."
"DCG_VO_kobold_saboteur_kill_rival_04"	"Cada vez cuesta menos..."
"DCG_VO_kobold_saboteur_kill_rival_05"	"Podría seguir así todo el día..."
"DCG_VO_kobold_saboteur_kill_rival_06"	"Hoy ha sido un buen día..."
"DCG_VO_kobold_saboteur_kill_rival_07"	"Lo siento..."
"DCG_VO_kobold_saboteur_kill_rival_08"	"Shhhh."
"DCG_VO_kobold_saboteur_kill_rival_09"	"Al menos ha sido rápido."
"DCG_VO_kobold_saboteur_kill_rival_10"	"He matado a mejores..."
"DCG_VO_kobold_saboteur_use_include_01"	"¡Vaya!"
"DCG_VO_kobold_saboteur_use_include_02"	"No te había visto..."
"DCG_VO_kobold_saboteur_use_include_03"	"No sentirás nada."
"DCG_VO_kobold_saboteur_unique_01"	"Con tu muerte me labraré una gran reputación..."
"DCG_VO_kobold_saboteur_unique_02"	"Ax, eres... mucho más grande de lo que creía."
"DCG_VO_kobold_saboteur_unique_03"	"Oye, francotirador, ¿te importaría prestarme ese rifle de vez en cuando?"
"DCG_VO_kobold_saboteur_unique_04"	"Ya sé que no pertenezco al pueblo de los Ingeniosos, pero soy bajita. ¿Cuenta para algo?"
"DCG_VO_kobold_saboteur_unique_05"	"Oye, inventor, si me invitas a una copa le rebanaré el cuello a Mazi."
"DCG_VO_kobold_saboteur_unique_06"	"Llevo tanto tiempo esperando este momento..."
"DCG_VO_kobold_saboteur_unique_07"	"Seamos amigos, Ax. Prometo no intentar matarte mientras duermes."
"DCG_VO_kobold_saboteur_unique_08"	"Sorla, tengo que reconocer que si hay algo que haces bien es completar las tareas."
"DCG_VO_kobold_saboteur_unique_09"	"Es difícil encontrar ayuda de calidad."
"DCG_VO_kobold_saboteur_unique_10"	"Conozco a estos tipos, son muy buenos... cuando les da por trabajar."
"DCG_VO_kobold_saboteur_unique_11"	"¡No puedo creer que hayas matado a Kwerthias!"
"DCG_VO_kobold_saboteur_unique_12"	"¡Se supone que yo iba a matar a Kwerthias!"
"DCG_VO_kobold_saboteur_unique_12_alt"	"¡Brisasol sigue viva por tu culpa!"
"DCG_VO_kobold_saboteur_unique_13"	"Tendré que labrarme una reputación matándote a ti..."
"DCG_VO_kobold_saboteur_unique_14"	"¿Qué tal con el trabajo de Revtel?"
"DCG_VO_kobold_saboteur_unique_15"	"Si me ayudas a matar a Ax, Goodkind será toda tuya."
"DCG_VO_kobold_saboteur_unique_16"	"Ahora entiendo por qué las hermanas siempre llevan esto..."
"DCG_VO_kobold_saboteur_unique_17"	"Es todo un honor matar a su lado, chicas."
"DCG_VO_kobold_saboteur_unique_18"	"Me encantan las noches de damas..."
"DCG_VO_kobold_saboteur_unique_19"	"Me lo pones demasiado fácil..."
"DCG_VO_kobold_saboteur_unique_20"	"Nos están dejando que la destruyamos..."
"DCG_VO_kobold_saboteur_healed_01"	"¡Aaahh!"
"DCG_VO_kobold_saboteur_healed_02"	"Me siento mejor."
"DCG_VO_kobold_saboteur_healed_03"	"Lista para degollar."
"DCG_VO_kobold_saboteur_healed_04"	"Manos a la obra."
"DCG_VO_kobold_saboteur_healed_05"	"Qué manera de cuidar de nuestros talentos..."
"DCG_VO_kobold_saboteur_taunt_generic_01"	"Me encanta esta parte..."
"DCG_VO_kobold_saboteur_taunt_generic_02"	"La gente no se va a matar sola..."
"DCG_VO_kobold_saboteur_taunt_generic_03"	"¡Podemos destruir la torre!"
"DCG_VO_kobold_saboteur_taunt_generic_04"	"¡Mataremos a todo aquel que se interponga en nuestro camino!"
"DCG_VO_kobold_saboteur_taunt_generic_05"	"¡Este es nuestro momento!"
"DCG_VO_kobold_saboteur_taunt_generic_06"	"¡No vamos a desperdiciar la oportunidad!"
"DCG_VO_kobold_saboteur_taunt_generic_07"	"Conseguimos lo que queremos..."
"DCG_VO_kobold_saboteur_taunt_generic_08"	"¡La victoria está cerca!"
"DCG_VO_kobold_saboteur_taunt_generic_09"	"¡Podemos ganar!"
"DCG_VO_kobold_saboteur_taunt_generic_10"	"¡Destrúyanlo todo!"
"DCG_VO_kobold_saboteur_potential_kill_01"	"¡Te tengo!"
"DCG_VO_kobold_saboteur_potential_kill_02"	"No hay adónde huir."
"DCG_VO_kobold_saboteur_potential_kill_03"	"Eres hombre muerto."
"DCG_VO_kobold_saboteur_potential_kill_04"	"¡Ja, ja, ja, ja, ja!"
"DCG_VO_kobold_saboteur_potential_kill_05"	"Demasiado fácil."
"DCG_VO_kobold_saboteur_potential_save_01"	"No va a ser tan fácil..."
"DCG_VO_kobold_saboteur_potential_save_02"	"Tengo más maña de lo que te crees..."
"DCG_VO_kobold_saboteur_potential_save_03"	"Estaba preparada..."
"DCG_VO_kobold_saboteur_potential_save_04"	"Siempre tengo un plan de huida..."
"DCG_VO_kobold_saboteur_potential_save_05"	"Tan cerca pero tan lejos..."
"DCG_VO_kobold_saboteur_permanent_armor_01"	"Va a ser complicado."
"DCG_VO_kobold_saboteur_permanent_armor_02"	"La cosa podría ponerse fea..."
"DCG_VO_kobold_saboteur_permanent_armor_03"	"Tengo que cuidar de la número uno."
"DCG_VO_kobold_saboteur_permanent_armor_04"	"Tengo que mantenerme con vida."
"DCG_VO_kobold_saboteur_permanent_armor_05"	"Siempre hay alguien que me quiere matar."
"DCG_VO_kobold_saboteur_permanent_attack_01"	"Hora de afilar esos cuchillos."
"DCG_VO_kobold_saboteur_permanent_attack_02"	"Con la práctica se aprende..."
"DCG_VO_kobold_saboteur_permanent_attack_03"	"Los libros de anatomía valieron la pena..."
"DCG_VO_kobold_saboteur_permanent_attack_04"	"Encontraré su punto débil."
"DCG_VO_kobold_saboteur_permanent_attack_05"	"Estoy deseando rajar a alguien..."
"DCG_VO_kobold_saboteur_permanent_health_01"	"No pienso dejar que me golpeen."
"DCG_VO_kobold_saboteur_permanent_health_02"	"Me siento más fuerte..."
"DCG_VO_kobold_saboteur_permanent_health_03"	"Puedo aguantar lo que venga..."
"DCG_VO_kobold_saboteur_permanent_health_04"	"He luchado una que otra vez..."
"DCG_VO_kobold_saboteur_permanent_health_05"	"¡Aquí no moriré!"
"DCG_VO_kobold_saboteur_cast_spell_01"	"Me encanta esta parte."
"DCG_VO_kobold_saboteur_cast_spell_02"	"Me encanta mi trabajo."
"DCG_VO_kobold_saboteur_cast_spell_03"	"Nunca me cansaré de esto."
"DCG_VO_kobold_saboteur_cast_spell_04"	"Deberías ver la cara que pusiste."
"DCG_VO_kobold_saboteur_cast_spell_05"	"¿La viste venir?"
"DCG_VO_kobold_saboteur_cast_spell_06"	"No estabas listo para mí..."
"DCG_VO_kobold_saboteur_cast_spell_07"	"Aquí tienes algo especial que estaba preparando..."
"DCG_VO_kobold_saboteur_cast_spell_08"	"Me encantan las sorpresas desagradables..."
"DCG_VO_kobold_saboteur_cast_spell_09"	"Siempre hay que planificar las cosas..."
"DCG_VO_kobold_saboteur_cast_spell_10"	"Es bueno tener amigos en Revtel..."
"DCG_VO_kobold_saboteur_buff_ally_01"	"¡Toma!"
"DCG_VO_kobold_saboteur_buff_ally_02"	"Sigue mi ejemplo."
"DCG_VO_kobold_saboteur_buff_ally_03"	"Manos a la obra..."
"DCG_VO_kobold_saboteur_buff_ally_04"	"¿Todo listo para matar?"
"DCG_VO_kobold_saboteur_buff_ally_05"	"Necesitaré tu ayuda."
"DCG_VO_kobold_saboteur_buff_ally_06"	"Cúbreme las espaldas y yo te cubro las tuyas."
"DCG_VO_kobold_saboteur_buff_ally_07"	"Qué espalda tienes... Prometo no apuñalarla."
"DCG_VO_kobold_saboteur_buff_ally_08"	"Así que esto es lo que se siente al tener amigos..."
"DCG_VO_kobold_saboteur_buff_ally_09"	"¡Aquí tienes!"
"DCG_VO_kobold_saboteur_buff_ally_10"	"Creo que esto te vendrá bien."
"DCG_VO_kobold_saboteur_debuff_enemy_01"	"Primero te voy a debilitar un poquito..."
"DCG_VO_kobold_saboteur_debuff_enemy_02"	"Me tomaré mi tiempo contigo..."
"DCG_VO_kobold_saboteur_debuff_enemy_03"	"No te preocupes, que al final te mataré..."
"DCG_VO_kobold_saboteur_debuff_enemy_04"	"Divirtámonos..."
"DCG_VO_kobold_saboteur_debuff_enemy_05"	"¿Acaso pensabas que ibas a salir con vida?"
"DCG_VO_kobold_saboteur_debuff_enemy_06"	"Morirás cuando yo quiera."
"DCG_VO_kobold_saboteur_debuff_enemy_07"	"Pensaba que ibas a oponer algo más de resistencia."
"DCG_VO_kobold_saboteur_debuff_enemy_08"	"Tanto hablar para nada."
"DCG_VO_kobold_saboteur_debuff_enemy_09"	"No pensé que sería tan fácil..."
"DCG_VO_kobold_saboteur_debuff_enemy_10"	"Qué patético."
"DCG_VO_kobold_saboteur_single_target_damage_01"	"¡Hora de divertirse! Y con \"divertirse\" quiero decir matar."
"DCG_VO_kobold_saboteur_single_target_damage_02"	"Mira cómo trabaja una profesional."
"DCG_VO_kobold_saboteur_single_target_damage_03"	"Espero que el Círculo Jasper estuviera atento..."
"DCG_VO_kobold_saboteur_single_target_damage_04"	"Esto te va a saber a sangre..."
"DCG_VO_kobold_saboteur_single_target_damage_05"	"Esto no me tomará mucho."
"DCG_VO_kobold_saboteur_single_target_damage_06"	"Déjame hacer lo mío."
"DCG_VO_kobold_saboteur_single_target_damage_07"	"Vas a sangrar."
"DCG_VO_kobold_saboteur_single_target_damage_08"	"¡Hora de morir!"
"DCG_VO_kobold_saboteur_single_target_damage_09"	"¡Te voy a mataaaaarrr!"
"DCG_VO_kobold_saboteur_single_target_damage_10"	"Apenas sentirás nada."
"DCG_VO_kobold_saboteur_multi_damage_small_01"	"Dejen los cadáveres y tomen el oro..."
"DCG_VO_kobold_saboteur_multi_damage_small_02"	"Van a morir todos..."
"DCG_VO_kobold_saboteur_multi_damage_small_03"	"Puedo ocuparme de estos tipos..."
"DCG_VO_kobold_saboteur_multi_damage_small_04"	"La cosa podría ponerse fea."
"DCG_VO_kobold_saboteur_multi_damage_small_05"	"Si fuera tú, saldría corriendo de aquí."
"DCG_VO_kobold_saboteur_multi_damage_small_06"	"¿Todo listo para jugar?"
"DCG_VO_kobold_saboteur_multi_damage_small_07"	"¿Todo listo para divertirnos?"
"DCG_VO_kobold_saboteur_multi_damage_small_08"	"¿Quién quiere morir primero?"
"DCG_VO_kobold_saboteur_multi_damage_small_09"	"No se preocupen, tengo para todos..."
"DCG_VO_kobold_saboteur_multi_damage_small_10"	"A qué chica no le gusta un buen montón de cadáveres..."
"DCG_VO_kobold_saboteur_multi_damage_large_01"	"¡Bum!"
"DCG_VO_kobold_saboteur_multi_damage_large_02"	"¡Bam!"
"DCG_VO_kobold_saboteur_multi_damage_large_03"	"¡Están todos muertos!"
"DCG_VO_kobold_saboteur_multi_damage_large_04"	"¡Los mataré a todos!"
"DCG_VO_kobold_saboteur_multi_damage_large_05"	"Esto es demasiado perfecto..."
"DCG_VO_kobold_saboteur_multi_damage_large_06"	"Mejor... imposible."
"DCG_VO_kobold_saboteur_multi_damage_large_07"	"Lamento el desorden."
"DCG_VO_kobold_saboteur_multi_damage_large_08"	"Me encanta la sangre."
"DCG_VO_kobold_saboteur_multi_damage_large_09"	"¡No hay escapatoria!"
"DCG_VO_kobold_saboteur_multi_damage_large_10"	"¡No puedes huir de mí!"
"DCG_VO_kobold_saboteur_pleased_01"	"Qué día más agradable..."
"DCG_VO_kobold_saboteur_pleased_02"	"La vida es bella."
"DCG_VO_kobold_saboteur_pleased_03"	"¡Qué divertido!"
"DCG_VO_kobold_saboteur_pleased_04"	"Me lo estoy pasando genial, ¿y tú?"
"DCG_VO_kobold_saboteur_pleased_05"	"Esto va de maravilla."
"DCG_VO_kobold_saboteur_pleased_06"	"Seguro que el Círculo Jasper pronto se pone en contacto conmigo."
"DCG_VO_kobold_saboteur_pleased_07"	"Si con este combate no impresiono al Círculo de Jaspe..."
"DCG_VO_kobold_saboteur_pleased_08"	"Me encanta el dinero..."
"DCG_VO_kobold_saboteur_pleased_09"	"¡Hagamos algo de dinero!"
"DCG_VO_kobold_saboteur_pleased_10"	"Necesitamos oro."
"DCG_VO_kobold_saboteur_concerned_01"	"Esto no me lo esperaba..."
"DCG_VO_kobold_saboteur_concerned_02"	"Las cosas no se ven bien para mí..."
"DCG_VO_kobold_saboteur_concerned_03"	"Eh... ¿dónde se metieron?"
"DCG_VO_kobold_saboteur_concerned_04"	"Esto no va bien."
"DCG_VO_kobold_saboteur_concerned_05"	"La cosa está mal."
"DCG_VO_kobold_saboteur_concerned_06"	"Como no piense algo rápido, estoy muerta."
"DCG_VO_kobold_saboteur_concerned_07"	"Me matarán."
"DCG_VO_kobold_saboteur_concerned_08"	"¡No puedo dejar que me atrapen!"
"DCG_VO_kobold_saboteur_concerned_09"	"¿Qué hago ahora?"
"DCG_VO_kobold_saboteur_concerned_10"	"¿Cómo salgo de esta?"
"DCG_VO_kobold_saboteur_angry_01"	"¿Crees que no te puedo matar?"
"DCG_VO_kobold_saboteur_angry_02"	"Disfrutaré viéndote sangrar."
"DCG_VO_kobold_saboteur_angry_03"	"Morirás aquí..."
"DCG_VO_kobold_saboteur_angry_04"	"Nunca encontrarán tu cuerpo."
"DCG_VO_kobold_saboteur_angry_05"	"Te mataré a ti y a todos tus seres queridos."
"DCG_VO_kobold_saboteur_angry_06"	"No me hará falta matarte, tú me harás el trabajo."
"DCG_VO_kobold_saboteur_angry_07"	"No me hace falta un cuchillo para matarte."
"DCG_VO_kobold_saboteur_angry_08"	"Esto va a doler..."
"DCG_VO_kobold_saboteur_angry_09"	"Cometiste un error."
"DCG_VO_kobold_saboteur_angry_10"	"Adiós."
"DCG_VO_kobold_saboteur_arrogant_01"	"¡Soy mejor que todos ustedes!"
"DCG_VO_kobold_saboteur_arrogant_02"	"Haré lo que haga falta..."
"DCG_VO_kobold_saboteur_arrogant_03"	"Ningún precio es demasiado alto para demostrar que soy la mejor."
"DCG_VO_kobold_saboteur_arrogant_04"	"¿Sabes lo que te puedo hacer?"
"DCG_VO_kobold_saboteur_arrogant_05"	"No hay nadie a quien no pueda matar."
"DCG_VO_kobold_saboteur_arrogant_06"	"La Asesina Fantasma es buena, pero yo soy mejor."
"DCG_VO_kobold_saboteur_arrogant_07"	"Dejaré mi huella."
"DCG_VO_kobold_saboteur_arrogant_08"	"Todos recordarán mi nombre."
"DCG_VO_kobold_saboteur_arrogant_09"	"No me olvidarán."
"DCG_VO_kobold_saboteur_arrogant_10"	"¿Quieres que te demuestre de lo que soy capaz?"
"DCG_VO_kobold_saboteur_enigmatic_01"	"Probemos unos juguetes nuevos..."
"DCG_VO_kobold_saboteur_enigmatic_02"	"Aquí tienes algo que estaba preparando..."
"DCG_VO_kobold_saboteur_enigmatic_03"	"Esto debería facilitarme el trabajo..."
